   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   1.0000000e-02	   9.9998333e-03	   0.0000000e+00	
   2.0000000e-02	   1.9998667e-02	   0.0000000e+00	
   3.0000000e-02	   2.9995500e-02	   0.0000000e+00	
   4.0000000e-02	   3.9989334e-02	   0.0000000e+00	
   5.0000000e-02	   4.9979169e-02	   0.0000000e+00	
   6.0000000e-02	   5.9964006e-02	   0.0000000e+00	
   7.0000000e-02	   6.9942847e-02	   0.0000000e+00	
   8.0000000e-02	   7.9914694e-02	   0.0000000e+00	
   9.0000000e-02	   8.9878549e-02	   0.0000000e+00	
   1.0000000e-01	   9.9833417e-02	   0.0000000e+00	
   1.1000000e-01	   1.0977830e-01	   0.0000000e+00	
   1.2000000e-01	   1.1971221e-01	   0.0000000e+00	
   1.3000000e-01	   1.2963414e-01	   0.0000000e+00	
   1.4000000e-01	   1.3954311e-01	   0.0000000e+00	
   1.5000000e-01	   1.4943813e-01	   0.0000000e+00	
   1.6000000e-01	   1.5931821e-01	   0.0000000e+00	
   1.7000000e-01	   1.6918235e-01	   0.0000000e+00	
   1.8000000e-01	   1.7902957e-01	   0.0000000e+00	
   1.9000000e-01	   1.8885889e-01	   0.0000000e+00	
   2.0000000e-01	   1.9866933e-01	   0.0000000e+00	
   2.1000000e-01	   2.0845990e-01	   0.0000000e+00	
   2.2000000e-01	   2.1822962e-01	   0.0000000e+00	
   2.3000000e-01	   2.2797752e-01	   0.0000000e+00	
   2.4000000e-01	   2.3770263e-01	   0.0000000e+00	
   2.5000000e-01	   2.4740396e-01	   0.0000000e+00	
   2.6000000e-01	   2.5708055e-01	   0.0000000e+00	
   2.7000000e-01	   2.6673144e-01	   0.0000000e+00	
   2.8000000e-01	   2.7635565e-01	   0.0000000e+00	
   2.9000000e-01	   2.8595223e-01	   0.0000000e+00	
   3.0000000e-01	   2.9552021e-01	   0.0000000e+00	
   3.1000000e-01	   3.0505864e-01	   0.0000000e+00	
   3.2000000e-01	   3.1456656e-01	   0.0000000e+00	
   3.3000000e-01	   3.2404303e-01	   0.0000000e+00	
   3.4000000e-01	   3.3348709e-01	   0.0000000e+00	
   3.5000000e-01	   3.4289781e-01	   0.0000000e+00	
   3.6000000e-01	   3.5227423e-01	   0.0000000e+00	
   3.7000000e-01	   3.6161543e-01	   0.0000000e+00	
   3.8000000e-01	   3.7092047e-01	   0.0000000e+00	
   3.9000000e-01	   3.8018842e-01	   0.0000000e+00	
   4.0000000e-01	   3.8941834e-01	   0.0000000e+00	
   4.1000000e-01	   3.9860933e-01	   0.0000000e+00	
   4.2000000e-01	   4.0776045e-01	   0.0000000e+00	
   4.3000000e-01	   4.1687080e-01	   0.0000000e+00	
   4.4000000e-01	   4.2593947e-01	   0.0000000e+00	
   4.5000000e-01	   4.3496553e-01	   0.0000000e+00	
   4.6000000e-01	   4.4394811e-01	   0.0000000e+00	
   4.7000000e-01	   4.5288629e-01	   0.0000000e+00	
